caugt,caught
busing,bussing
busses,buses
cafe-miljeu,cafe_milieu
cafee,cafe
caffs,cafes
camerades,comrades
campagnes,campaignes
campaigne,campaign
campaignes,campaigns
campain,campaign
can_not,cannot
candidat,candidate
candidats,candidates
caotic,chaotic
capabitities,capabilities
capabity,capability
capasity,capacity
capitol,capital
carneval,carnival
carosel,carousel
carreer,career
carriing,carrying
carusell,carousel
cast,coast
caste,cast
catastrophy,catastrophe
cause,course
centery,century
centuary,century
cerimonial,ceremonial
chambre,chamber
chanche,chance
changability,changeability
changable,changeable
changeing,changing
chanse,chance
charachterized,characterized
charachters,characters
choise,choice
cinemaes,cinemas
citizentship,citizenship
cityareas,city_areas
clairifie,clarify
classridden,class-ridden
clearify,clarify
clearity,clarity
clerly,clearly
clift,cliff
clumsey,clumsy
coalision,coalition
coalisions,coalitions
collage,college
collegue,college
collegues,colleagues
collegus,colleagues
comerades,comrades
comitted,committed
comittees,committees
commited,committed
commitee,committee
committs,commits
comparativly,comparatively
comparision,comparison
comparisson,comparison
competation,compensation
comprehensiv,comprehensive
compromice,compromise
compromize,compromise
comunities,communities
concequence,consequence
concequently,consequently
concerne,concern
concidered,considered
concience,conscience
concious,conscious
conciousness,consciousness
conclution,conclusion
conclutions,conclusions
conected,connected
conection,connection
conections,connections
conferance,conference
confucion,confusion
connextion,connection
conqueer,conquer
conqueor,conquer
consch,conch
consciouss,conscious
consentrate,concentrate
consentrated,concentrated
consentrates,concentrates
consentration,concentration
consept,concept
conseption,conception
consequenses,consequences
conserining,concerning
consern,concern
conserned,concerned
conserning,concerning
constituences,constituencies
constitusion,constitution
contra-revolution,counter-revolution
conveniant,convenient
conviniently,conveniently
corpse,corps
cost,coast
cottege,cottage
coulour,colour
counsil,council
country_side,countryside
courtecy,courtesy
craives,craves
crisis,crises
criticsim,criticism
critisism,criticism
critisizm,criticism
critizing,criticizing
critizised,criticised
cronological,chronological
crown-jewels,crown_jewels
crusifixion,crucifixion
culturary,culturally
currant,current
cycle,circle
dangeling,dangling
darwinisism,Darwinism
deads,deeds
deathrate,death_rate
deceases,decreases
deceide,decide
deceided,decided
deceision,decision
deceisive,decisive
decendants,descendants
decicions,decisions
deciphring,deciphering
decission,decision
decissions,decisions
decition,decision
decitions,decisions
declair,declare
declear,declare
defenitions,definitions
deffinitely,definitely
definetely,definitely
delegats,delegates
delemma,dilemma
deligthed,delighted
delinquences,delinquencies
deminish,diminish
densily,densely
departemental,departmental
dependancy,dependency
depprived,deprived
depth,debt
descendent,descendant
desease,disease
desegragation,desegregation
desicion,decision
desicion,decision
desicions,decisions
desillusion,disillusion
desitions,decisions
desparate,desperate
desparately,desperately
desperat,desperate
desperatly,desperately
despice,despise
desturbs,disturbs
determins,determines
develope,develop
developement,development
developes,develops
developped,developed
deversity,diversity
devide,divide
devided,divided
devides,divides
deviding,dividing
diahorrea,diarrhoea
diceased,deceased
diceide,decide
diciplin,discipline
diciplinary,disciplinary
dicipline,discipline
diciplined,disciplined
didnot,did_not
difence,difference
differe,differ
differenciated,differentiated
differencies,differences
diffrent,different
dilemmaes,dilemmas
dillemma,dilemma
disapeared,disappeared
disapointed,disappointed
disapprovs,disapproves
disasterous,disastrous
discoteques,discotheques
discoveres,discovers
discret,discrete
discribed,described
discribing,describing
discription,description
disegregation,desegregation
disenters,dissenters
disilliusions,disillusions
disillutionment,disillusionment
disilusioned,disillusioned
disipline,discipline
disobeing,disobeying
dissappeared,disappeared
dissappointed,disappointed
dissappointing,disappointing
dissillutionment,disillusionment
distence,distance
distirbed,disturbed
disturbences,disturbances
disturbes,disturbs
divercified,diversified
divercity,diversity
divition,division
docters,doctors
dosent,doesn't
dreamworld,dream_world
eachother,each_other
ecconomy,economy
ecstacy,ecstasy
electrol,electoral
eleminate,eliminate
embarrased,embarrassed
emphasise,emphasis
emphesizes,emphasizes
emply,imply
encreased,increased
enormeous,enormous
enourmous,enormous
enterprice,enterprise
envellops,envelops
envokes,invokes
equel,equal
equiped,equipped
especcially,especially
espesially,especially
establisment,establishment
etheral,ethereal
eventhough,even_though
everone,everyone
every_body,everybody
every_where,everywhere
evry,every
exactely,exactly
examplify,exemplify
excaggerated,exaggerated
excam,exam
excample,example
excamples,examples
exceptionaly,exceptionally
excist,exist
excistence,existence
excisting,existing
executiv,executive
exellance,excellance
exellance,excellence
exellent,excellent
exeption,exception
exhiles,exiles
exhition,exhibition
existance,existence
existant,existent
exited,excited
exiting,exciting
expence,expense
expences,expenses
expencive,expensive
explotion,explosion
exsaggerated,exaggerated
exsample,example
exstensive,extensive
extatic,ecstatic
extention,extension
extreemly,extremely
extreems,extremes
extrems,extremes
eyeopener,eye-opener
faboulous,fabulous
faces,phases
faciating,fascinating
faild,failed
failes,fails
fairitale,fairytale
fairy_land,fairyland
faliure,failure
fals,false
falsety,falsity
falsh,false
falshness,falseness
familes,families
familiare,familiar
familybackground,family_background
fare,far
fary_tale,fairy_tale
fascilities,facilities
favorable,favourable
fear,fair
fellow-members,fellow_members
feriously,furiously
finnished,finished
fixt,fixed
florish,flourish
florished,flourished
for_most,foremost
fore,for
forinstance,for_instance
forshadow,foreshadow
found_of,fond_of
fourty-seven,forty-seven
fransiche,franchise
freez,freeze
frentic,frenetic
ful,full
fullfill,fulfil
fullfilled,fulfilled
fundation,foundation
fysical,physical
gab,gap
garanties,guarantees
gardenparties,garden_parties
gehettoes,ghettos
gethoes,ghettos
ghettoes,ghettos
glamourous,glamorous
glimps,glimpse
good_bye,goodbye
goodbuy,goodbye
gould,gold
govenor,governor
goverment,government
gowern,govern
grammaphone,gramophone
grassing,grazing
gread,great
greatnes,greatness
grieves,griefs
grown,ground
grown_up_people,grown-up_people
guerilja,guerilla
guvernor,governor
hampher,hamper
happend,happened
happends,happens
happenes,happens
happly,happily
harmoneous,harmonious
harmonous,harmonious
haunted,hunted
heath,health
heriditary,hereditary
heterogenious,heterogeneous
heterogenius,heterogeneous
highschool,high_school
hinderance,hindrance
hole,whole
holiday_makers,holidaymakers
hoop,hope
horrow,horror
hoteljobs,hotel_jobs
hotelroom,hotel_room
hurling,howling
iceskating,ice-skating
ilegally,illegally
illution,illusion
illutions,illusions
imaginativ,imaginative
imateure,immature
imature,immature
imediate,immediate
imensely,immensely
imigrants,immigrants
imigration,immigration
immagination,imagination
immence,immense
immencely,immensely
immensly,immensely
immidate,immediate
immidiate,immediate
immidiately,immediately
immidiatly,immediately
immigrationproblem,immigration_problem
imployed,employed
imployment,employment
implyed,implied
importand,important
in_stead,instead
independance,independence
independant,independent
independantly,independently
inequeties,inequities
inferiour,inferior
influencial,influential
infurtile,infertile
inhability,inability
inhabitied,inhabited
initiary,itinerary
initiativ,initiative
innocant,innocent
innosant,innocent
innoscence,innocence
innoscent,innocent
innosence,innocence
inosence,innocence
inspiering,inspiring
inspite_of,in_spite_of
integrety,integrity
inteligent,intelligent
intended,indented
intension,intention
intensions,intentions
intercource,intercourse
interfers,interferes
intergrate,integrate
intergrated,integrated
intergration,integration
interprete,interpret
interprited,interpreted
intervowen,interwoven
interwiewed,interviewed
intregity,integrity
introdused,introduced
invation,invasion
invironment,environment
isolited,isolated
jalous,jealous
jalouseie,jealousy
jealosy,jealousy
jealus,jealous
jet,yet
jobes,jobs
keen-ness,keenness
key,quay
kindergarden,kindergarten
layable,liable
lieve,leave
liqour,liquor
livelyness,liveliness
livingstandard,living_standard
lonelyness,loneliness
lonlieness,loneliness
lonliness,loneliness
lonly,lonely
loose,lose
looser,loser
loosers,losers
looses,loses
loosing,losing
loveaffair,love_affair
lunactics,lunatics
lynched,launched
magasines,magazines
main-groups,main_groups
major,mayor
maraton,marathon
marked,market
marons,maroons
mass-media,mass_media
may_be,maybe
mayby,maybe
meat,meet
medicineman,medicine_man
medival,medieval
medows,meadows
meeting-places,meeting_places
meltingpot,melting_pot
menthal,mental
metaphores,metaphors
methaphors,metaphors
middleclass,middle_class
mileu,milieu
miljeu,milieu
millons,millions
ministeres,ministers
ministres,ministers
minoritygroups,minority_groups
misdemenour,misdemeanour
misinterpretted,misinterpreted
mistres,mistress
moderne,modern
moove,move
mooved,moved
mother-country,mother_country
mothercountry,mother_country
mouning,moaning
mucician,musician
mumies,mummies
naiv,naive
narrowmindedness,narrow-mindedness
naturrally,naturally
near_by,nearby
neccesary,necessary
neccessary,necessary
necesarily,necessarily
negativ,negative
negros,negroes
neigbours,neighbours
nerveus,nervous
nescessary,necessary
nessecery,necessary
nessecery,necessary
neuclear,nuclear
never_the_less,nevertheless
newcommers,newcomers
noice,noise
noicy,noisy
non,none
non_Europeans,non-Europeans
nonsence,nonsense
noone,no_one
noticable,noticeable
notised,noticed
now,no
now-a-days,nowadays
numourously,numerously
obviosly,obviously
occasionaly,occasionally
occation,occasion
occations,occasions
occured,occurred
occurence,occurrence
occuring,occurring
occurrance,occurrence
of,off
of_cource,of_course
officcees,offices
oil-income,oil_income
oldfashioned,old-fashioned
omnicent,omniscient
omnicient,omniscient
omnierant,omniscient
omnisient,omniscient
onboard,on_board
one-eight,one-eighth
opion,opinion
oponents,opponents
oportunity,opportunity
oposite,opposite
oposition,opposition
oppinion,opinion
opponant,opponent
opponenst,opponents
oppositie,opposite
opptain,obtain
opression,oppression
optain,obtain
or,our
ordinaire,ordinary
orginizes,organizes
origal,original
origine,origin
origion,origin
origional,original
orself,ourself
over-seas,overseas
owercrowded,overcrowded
painfull,painful
paradize,paradise
paralell,parallel
paralells,parallels
paralyce,paralyse
paraschutist,parachutist
parlamentarism,parliamentarism
participan,participant
partisipate,participate
party-conference,party_conference
party-members,party_members
pasionat,passionate
passportholders,passport_holders
patethic,pathetic
patiencently,patiently
pavillion,pavilion
peek,peak
percecuted,persecuted
percecution,persecution
percent,per_cent
perhapes,perhaps
periode,period
permantent,permanent
persentage,percentage
personnified,personified
persuation,persuasion
perverty,perverted
pessemistic,pessimistic
pettyness,pettiness
phoncall,phone_call
phonecall,phone_call
physologically,physiologically
picknique,picnic
pitty,pity
plain,plane
plentyful,plentiful
pluss,plus
politicans,politicians
populair,popular
posess,possess
posessed,possessed
posission,position
positiv,positive
pracis,practice
pracise,practice
practicle,practical
practise,practice
pre-requisite,prerequisite
precidency,presidency
preferrably,preferably
pregnent,pregnant
prejustices,prejudices
pretenting,pretending
previleges,privileges
primarely,primarily
primarly,primarily
primeminister,Prime_Minister
priveleges,privileges
priviledged,privileged
probabely,probably
problemes,problems
proceede,proceed
proffesional,professional
profitting,profiting
profoundity,profundity
proofes,proofs
proove,prove
prooved,proved
prophesy,prophecy
proportiones,proportions
prosess,process
prospere,prosper
prostitude,prostitute
pshycically,psychically
psychonalist,psychoanalyst
psycial,psychical
psyciatrist,psychiatrist
psycological,psychological
psycologically,psychologically
psycologist,psychologist
psysical,physical
psysically,physically
pupuils,pupils
quarell,quarrel
queu,quay
quit,quite
raced,raised
railwayservice,railway_service
rase,race
raw-material,raw_material
reacent,recent
real-income,real_income
realety,reality
realiable,reliable
reallity,reality
realy,really
reasently,recently
recieve,receive
recieved,received
recieves,receives
reckonized,recognized
recogniced,recognized
recon,reckon
refering,referring
reffers,refers
refridgerator,refrigerator
regularily,regularly
relegion,religion
relegious,religious
relieable,reliable
reluctand,reluctant
remaind,remain
remaind,remind
reminisence,reminiscence
remnents,remnants
requireing,requiring
resamble,resemble
resent,recent
resently,recently
resistence,resistance
responsibillity,responsibility
resque,rescue
resqued,rescued
restorts,resorts
resturant,restaurant
revealling,revealing
rhododendrums,rhododendrons
rhumours,rumours
rice,rise
ridicolous,ridiculous
rize,rise
rizen,risen
rocking-horse,rocking_horse
roumers,rumours
rurler,ruler
ruteless,ruthless
rythm,rhythm
safe_guard,safeguard
salade,salad
salatbowl,salad_bowl
salery,salary
sallary,salary
savegery,savagery
scandale,scandal
scares,scarce
scedule,schedule
sceen,scene
sceleton,skeleton
scemes,schemes
scetched,sketched
schedual,schedule
schock,shock
school_mates,schoolmates
schoolchildren,school_children
schoolsystem,school_system
scketch,sketch
scolarships,scholarships
scrupullous,scrupulous
scyscrapers,skyscrapers
seam,seem
secretely,secretly
seenery,scenery
segragation,segregation
self_conscious,self-conscious
self_reliant,self-reliant
selfconsciousness,self-consciousness
selfrespect,self-respect
sence,sense
sentral,central
separat,separate
separeted,separated
seperate,separate
seperated,separated
seperately,separately
seperation,separation
seriousely,seriously
set-back,setback
sexualy,sexually
shoking,shocking
shools,schools
showes,shows
shrilling,thrilling
similie,simile
simililar,similar
simoultanusly,simultaneously
sincerly,sincerely
singinging,singing
sircle,circle
sircumstances,circumstances
sivilization,civilization
slumdistricts,slum_districts
socalled,so-called
socialwelfare,social_welfare
sold,solved
somhow,somehow
somthing,something
sosciety,society
sosial,social
sosiety,society
souveniers,souvenirs
souvereign,sovereign
spear,spare
spects,specs
speek,speak
spesified,specified
spoild,spoiled
spontanous,spontaneous
stachato,staccato
stats,states
stearing,staring
steril,sterile
stilled,still
straight_forward,straightforward
strait,straight
streches,stretches
streching,stretching
streit,strait
streneous,strenuous
strenght,strength
strenghten,strengthen
strenghtening,strengthening
strenous,strenuous
stricly,strictly
struggeling,struggling
struggels,struggles
strugle,struggle
strugles,struggles
stuadresses,stewardesses
stubborness,stubbornness
sub-urbs,suburbs
succeded,succeeded
succeedes,succeeds
succes,success
succesful,successful
successfull,successful
sucess,success
sucessful,successful
sucpicion,suspicion
suger,sugar
summer-holiday,summer_holiday
sunbading,sunbathing
supermacy,supremacy
suport,support
supportes,supporters
supurt,support
surly,surely
surpress,suppress
surpressed,suppressed
suspecious,suspicious
suspens,suspence
suspiscious,suspicious
suspition,suspicion
symphatetic,sympathetic
symphathetic,sympathetic
symphathy,sympathy
symphatize,sympathize
symphatize,sympathize
symphaty,sympathy
sympthom,symptom
symtoms,symptoms
tail,tale
talkes,talks
taxies,taxis
taxmoney,tax_money
teamsports,team_sports
telles,tells
temted,tempted
teoretical,theoretical
terapeutic,therapeutic
than,then
the,they
the,to
the_Kennedies,the_Kennedys
the_Pasific,the_Pacific
theme,them
theoritical,theoretical
therefor,therefore
thier,their
thigh,tight
thight,tight
threatan,threaten
thrughout,throughout
thruth,truth
tickett,ticket
to,the
to,too
to,two
to_day,today
toilettes,toilets
toillettes,toilets
tourisme,tourism
towns-people,townspeople
tradgy-comic,tragi-comic
traints,traits
transision,transition
transtition,transition
treath,threat
treathening,threatening
trembelling,trembling
treshold,threshold
triumpet,trumpet
trokeic,trochaic
troubeled,troubled
troubeling,troubling
tuff,tough
tuffness,thoughness
tyranic,tyrannical
uglyness,ugliness
underlinded,underlined
underworldbusiness,underworld_business
uneasyness,uneasiness
unite,unit
universitydegree,university_degree
unscroupulous,unscrupulous
untill,until
upheavel,upheaval
upperclass,upper_class
upperclasspeople,upper-class_people
uppressed,oppressed
upto,up_to
usualy,usually
